Name,Roaster,Price,Quantity,Roast_Level,Tasting_Notes,Desc,URL,Image_URL
KASHMIRI KAHWA (Indian Green Tea Mixed with Whole Spice),Devans,625.0,250g,,warm soothing traditional beverage,"More popular in the Kashmir valley, Kahwa is a traditional green tea preparation made with exotic spices. This fragrant tea has green tea leaves blended with whole spices like cinnamon and cardamom. Dark olive green in the cup, aroma is a refreshing mix of herbs and spices. You can add fresh slices of almonds and saffron for a rich authentic taste of warm soothing traditional beverage.",https://www.devans.in/products/kashmir-kahwa-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/028.jpg?v=1622198208
LAVENDER FLOWERS,Devans,435.0,,,,"Highly aromatic dried lavender flowers are sourced from Uttarakhand, India. Naturally soothing, a warm lavender brew makes for an excellent bedtime drink.  
  A warm cup of lavender tea has soothing fragrance and calming effect on your senses. Perfect brew to de stress and helps in relaxation and sleep.  
  Net weight: 50 g",https://www.devans.in/products/lavender-flowers,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/4B9725F3-45B4-4B33-971D-A3CAE8BA6ED2.jpg?v=1634968553
LEMON TEA,Devans,225.0,100g,Dark Roast,lemon fruit and malt,"The combination of Assam CTC granular black tea and lemon natural flavour creates an invigorating and refreshing drink, and is a delicious alternative to plain black tea.   
  This tea is infused with lemon flavour to give you a tangy and a refreshing cup of tea. Makes an intense, dark brew, can be had hot or cold, Citrus sweet, robust, brisk, full rounded body with notes of lemon fruit and malt.",https://www.devans.in/products/lemon-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/034.jpg?v=1622197921
LEMON TEA,Devans,560.0,250g,Dark Roast,lemon fruit and malt,"The combination of Assam CTC granular black tea and lemon natural flavour creates an invigorating and refreshing drink, and is a delicious alternative to plain black tea.   
  This tea is infused with lemon flavour to give you a tangy and a refreshing cup of tea. Makes an intense, dark brew, can be had hot or cold, Citrus sweet, robust, brisk, full rounded body with notes of lemon fruit and malt.",https://www.devans.in/products/lemon-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/034.jpg?v=1622197921
LEMONGRASS TEA,Devans,400.0,,,lemongrass blend beautifully and make a delicious cup of herbal tea,"A refreshing beverage, lemongrass tea is also delightfully healthy 
  Lemongrass has the fragrance of lemon, it is milder and sweeter in taste.   
  The citrusy flavours of lemongrass blend beautifully and make a delicious cup of herbal tea. It is often used in Thai and many other Asian cuisines for its potent flavour. Interestingly, there are plenty of benefits of lemongrass and it has been used in India for many years for medicinal purposes and is also an ayurvedic favourite.  
  Net weight: 50 g",https://www.devans.in/products/lemongrass,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/C9A97718-D393-4472-9B30-CE5A07CFA0E4.jpg?v=1635858216
LODHI BLEND,Devans,525.0,250g,Medium Roast,"Medium bodied , aromatic, citric acidity, and undertones of earthiness","THIS PRINTED PACK IS AVAILABLE IN 250 g ONLY.   Honouring our place of origin, we have named this recently created blend as - Lodhi Blend, there is history to both. 
 The Lodhi Blend is a blend of Indian Arabica coffees, created to give a medium to strong cup of coffee. This blend gives a rich golden colour to the cup of cappuccino. 
 Tasting Notes:  
 Medium bodied , aromatic, citric acidity, and undertones of earthiness. Enjoy the distinct, short burst of acidic notes turn into sweet nutty taste.",https://www.devans.in/products/lodhi-blend-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/DSC03254.jpg?v=1736230235
LODHI BLEND,Devans,1050.0,500g,Medium Roast,"Medium bodied , aromatic, citric acidity, and undertones of earthiness","THIS PRINTED PACK IS AVAILABLE IN 250 g ONLY.   Honouring our place of origin, we have named this recently created blend as - Lodhi Blend, there is history to both. 
 The Lodhi Blend is a blend of Indian Arabica coffees, created to give a medium to strong cup of coffee. This blend gives a rich golden colour to the cup of cappuccino. 
 Tasting Notes:  
 Medium bodied , aromatic, citric acidity, and undertones of earthiness. Enjoy the distinct, short burst of acidic notes turn into sweet nutty taste.",https://www.devans.in/products/lodhi-blend-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/DSC03254.jpg?v=1736230235
MANGO TEA,Devans,225.0,100g,Dark Roast,mango fruit and malt,"The combination of Assam CTC granular black tea and mango natural flavour creates an invigorating and refreshing drink, and is a delicious alternative to plain black tea.   
  This tea is infused with mango flavour to give you a smooth and a refreshing cup of tea. Makes an intense, dark brew, can be had hot or cold, Intensely sweet, robust, brisk, full rounded body with notes of mango fruit and malt.",https://www.devans.in/products/mango-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/037.jpg?v=1622197519
MANGO TEA,Devans,560.0,250g,Dark Roast,mango fruit and malt,"The combination of Assam CTC granular black tea and mango natural flavour creates an invigorating and refreshing drink, and is a delicious alternative to plain black tea.   
  This tea is infused with mango flavour to give you a smooth and a refreshing cup of tea. Makes an intense, dark brew, can be had hot or cold, Intensely sweet, robust, brisk, full rounded body with notes of mango fruit and malt.",https://www.devans.in/products/mango-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/037.jpg?v=1622197519
MASALA TEA  (Blend of Assam CTC Tea with Indian Spices),Devans,160.0,100g,,"Blend of Assam CTC black granular tea and Indian spices- cardamom, fennel, dry ginger, black pepper and cinnamon.","Popular around the world, this masala chai is a traditional everyday indian- household tea. Blend of Assam CTC black granular tea and Indian spices- cardamom, fennel, dry ginger, black pepper and cinnamon. This rich, fragrant and spicy tea produces a warm soothing drink. To be had with milk, it makes a flavourful cup of tea with bold essence of Indian spices.",https://www.devans.in/products/masala-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/019.jpg?v=1622198488
MASALA TEA  (Blend of Assam CTC Tea with Indian Spices),Devans,400.0,250g,,"Blend of Assam CTC black granular tea and Indian spices- cardamom, fennel, dry ginger, black pepper and cinnamon.","Popular around the world, this masala chai is a traditional everyday indian- household tea. Blend of Assam CTC black granular tea and Indian spices- cardamom, fennel, dry ginger, black pepper and cinnamon. This rich, fragrant and spicy tea produces a warm soothing drink. To be had with milk, it makes a flavourful cup of tea with bold essence of Indian spices.",https://www.devans.in/products/masala-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/019.jpg?v=1622198488
MINT TEA,Devans,225.0,100g,,"The combination of black tea and fruit flavors creates an invigorating and refreshing drink, and is a delicious alternative to a plain black tea.","The combination of black tea and fruit flavors creates an invigorating and refreshing drink, and is a delicious alternative to a plain black tea. Featuring a range of flavours, each blend is made with our finest Assam Fannings Black tea.",https://www.devans.in/products/mint-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/039.jpg?v=1622197401
MINT TEA,Devans,560.0,250g,,"The combination of black tea and fruit flavors creates an invigorating and refreshing drink, and is a delicious alternative to a plain black tea.","The combination of black tea and fruit flavors creates an invigorating and refreshing drink, and is a delicious alternative to a plain black tea. Featuring a range of flavours, each blend is made with our finest Assam Fannings Black tea.",https://www.devans.in/products/mint-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/039.jpg?v=1622197401
MONSOONED MALABAR - ARABICA AA,Devans,550.0,250g,Medium Roast,"Monsooned flavor, low on acidity, mellow taste and a golden color in the cup","ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY. 
  Monsooned Malabar AA pure arabica, is a specialty coffee of India and one of the world's most sought after Indian coffee beans. These exotic beans undergo a unique process, beans are cured only on the Malabar coast during the south-west monsoon months of June to September that results in producing their amazing flavor profile. Sun dried green beans are warehoused only on the Malabar coast, in the west coast of India, where deliberate exposure to the sea air and monsoon winds result in the beans to swell, fade and reduce acidity.  
  Tasting Notes  
  Monsooned flavor, low on acidity, mellow taste and a golden color in the cup. Medium roasted to bring out notes of spice, mustiness, wood, chocolate and nuts. It has a sweetish finish, adding very rich crema to espresso cup.",https://www.devans.in/products/monsoon-malabar-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG20240410124627-01.jpg?v=1736166000
MONSOONED MALABAR - ARABICA AA,Devans,1100.0,500g,Medium Roast,"Monsooned flavor, low on acidity, mellow taste and a golden color in the cup","ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY. 
  Monsooned Malabar AA pure arabica, is a specialty coffee of India and one of the world's most sought after Indian coffee beans. These exotic beans undergo a unique process, beans are cured only on the Malabar coast during the south-west monsoon months of June to September that results in producing their amazing flavor profile. Sun dried green beans are warehoused only on the Malabar coast, in the west coast of India, where deliberate exposure to the sea air and monsoon winds result in the beans to swell, fade and reduce acidity.  
  Tasting Notes  
  Monsooned flavor, low on acidity, mellow taste and a golden color in the cup. Medium roasted to bring out notes of spice, mustiness, wood, chocolate and nuts. It has a sweetish finish, adding very rich crema to espresso cup.",https://www.devans.in/products/monsoon-malabar-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG20240410124627-01.jpg?v=1736166000
Monsooned Malabar in Coffee Capsules,Devans,550.0,,Medium Roast,"Monsooned flavor, low on acidity, mellow taste and a golden color in the cup","10 Arabica Coffee Capsules  
  Compatible with Nespresso Original Machines  
  *Nespresso is a registered trademark of societe des produits Nestle SA.  
  Tasting Notes: Monsooned flavor, low on acidity, mellow taste and a golden color in the cup. Medium roasted to bring out notes of spice, mustiness, wood, chocolate and nuts. It has a sweetish finish, adding very rich crema to espresso cup.",https://www.devans.in/products/monsooned-malabar-in-coffee-capsules,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/023.jpg?v=1758609118
MY CUSTOM BLEND,Devans,2200.0,1kg,,,nan,https://www.devans.in/products/my-coffee-blend,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Blend.jpg?v=1623846724
MY CUSTOM BLEND,Devans,1100.0,500g,,,nan,https://www.devans.in/products/my-coffee-blend,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Blend.jpg?v=1623846724
NILGIRI TEA  (Whole Leaf Tea FOP grade),Devans,200.0,100g,Light Roast,"Nilgiri tea is variously described as being light but full-bodied or well-rounded in flavour, with fruit, like citrus, and floral notes.","A strong Single origin leaf tea from the blue mountains - Nilgiri Tea   
  The Nilgiri Mountains form the border between the southern states of Tamil Nadu, Kerala and Karnataka, but are predominately within the District of Nilgiris, Tamil Nadu. Also called the blue mountain tea, this Nilgiri black tea is stronger in the cup than Darjeeling and Assam.    Nilgiri tea is variously described as being light but full-bodied or well-rounded in flavour, with fruit, like citrus, and floral notes.  
  Single origin leaf tea when brewed, is dark colour in the cup, intensely aromatic, with lively fragrant flavours, a quality attributed to its climatic growing conditions.",https://www.devans.in/products/nilgiri-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Untitleddesign.jpg?v=1624010362
NILGIRI TEA  (Whole Leaf Tea FOP grade),Devans,500.0,250g,Light Roast,"Nilgiri tea is variously described as being light but full-bodied or well-rounded in flavour, with fruit, like citrus, and floral notes.","A strong Single origin leaf tea from the blue mountains - Nilgiri Tea   
  The Nilgiri Mountains form the border between the southern states of Tamil Nadu, Kerala and Karnataka, but are predominately within the District of Nilgiris, Tamil Nadu. Also called the blue mountain tea, this Nilgiri black tea is stronger in the cup than Darjeeling and Assam.    Nilgiri tea is variously described as being light but full-bodied or well-rounded in flavour, with fruit, like citrus, and floral notes.  
  Single origin leaf tea when brewed, is dark colour in the cup, intensely aromatic, with lively fragrant flavours, a quality attributed to its climatic growing conditions.",https://www.devans.in/products/nilgiri-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Untitleddesign.jpg?v=1624010362
ORGANIC ARABICA COFFEE,Devans,550.0,250g,Medium Roast,This organically grown coffee is Arabica Plantation AA which is light medium,"ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY.  
  Ethically sourced from a coffee plantation in Chikmagalur, Karnataka, this coffee is pure Arabica. The coffee plantation situated at a height of 1300 metres has a shade canopy, comprising evergreen non deciduous trees. A wide variety of spices such as pepper, cardamom, vanilla and fruit trees like orange and banana are grown alongside coffee in plantations, adding to the sense of a well-balanced cup.  
  Tasting Notes   
  This organically grown coffee is Arabica Plantation AA which is light medium roasted.  Medium body citrus flavour in an invitingly complex combination of intense aroma with spicy tinge like no other.",https://www.devans.in/products/organic-arabica-coffee-1,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/Screenshot_2024-11-26_at_4.01.25_PM.png?v=1736166037
ORGANIC ARABICA COFFEE,Devans,1100.0,500g,Medium Roast,This organically grown coffee is Arabica Plantation AA which is light medium,"ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY.  
  Ethically sourced from a coffee plantation in Chikmagalur, Karnataka, this coffee is pure Arabica. The coffee plantation situated at a height of 1300 metres has a shade canopy, comprising evergreen non deciduous trees. A wide variety of spices such as pepper, cardamom, vanilla and fruit trees like orange and banana are grown alongside coffee in plantations, adding to the sense of a well-balanced cup.  
  Tasting Notes   
  This organically grown coffee is Arabica Plantation AA which is light medium roasted.  Medium body citrus flavour in an invitingly complex combination of intense aroma with spicy tinge like no other.",https://www.devans.in/products/organic-arabica-coffee-1,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/Screenshot_2024-11-26_at_4.01.25_PM.png?v=1736166037
ORIENTAL ESPRESSO BLEND,Devans,525.0,250g,,"Citrus and spicy aroma, refined acidity, and a full-bodied coffee which gives rich bitterness and a thick layer of crema in tcup","ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY.  
   High grown Indian Arabica blend of coffee is expertly roasted to a higher degree, to give your cup a flow of crema, the soft golden froth and an intense aroma. This exquisite blend is ideal for espresso machines. The concentrate can also serve as the base for Lattes, Cappuccino, Macchiato and Mochas. Our Espresso blend has a fine balance of acidity, body, and sweetness. It has consistency, depth of flavour and the ability to cut through milk, and still taste great if had black.   
  Tasting Notes:  
  Citrus and spicy aroma, refined acidity, and a full-bodied coffee which gives rich bitterness and a thick layer of crema in tcup. This coffee is as much a delight to the nose as it is to the palate.",https://www.devans.in/products/oriental-espresso-blend-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG20240410120305.jpg?v=1736166109
ORIENTAL ESPRESSO BLEND,Devans,1050.0,500g,,"Citrus and spicy aroma, refined acidity, and a full-bodied coffee which gives rich bitterness and a thick layer of crema in tcup","ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY.  
   High grown Indian Arabica blend of coffee is expertly roasted to a higher degree, to give your cup a flow of crema, the soft golden froth and an intense aroma. This exquisite blend is ideal for espresso machines. The concentrate can also serve as the base for Lattes, Cappuccino, Macchiato and Mochas. Our Espresso blend has a fine balance of acidity, body, and sweetness. It has consistency, depth of flavour and the ability to cut through milk, and still taste great if had black.   
  Tasting Notes:  
  Citrus and spicy aroma, refined acidity, and a full-bodied coffee which gives rich bitterness and a thick layer of crema in tcup. This coffee is as much a delight to the nose as it is to the palate.",https://www.devans.in/products/oriental-espresso-blend-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG20240410120305.jpg?v=1736166109
ORIENTAL ESPRESSO BLEND (WHOLE SALE),Devans,17500.0,10kg,,"Citrus and spicy aroma, refined acidity, and a full-bodied coffee which gives rich bitterness and a thick layer of crema in tcup","Stand up pouches with round bottom gusset. 1 kg Matt silver with zipper and with one way freshness valve. 
   High grown Indian Arabica blend of coffee is expertly roasted to a higher degree, to give your cup a flow of crema, the soft golden froth and an intense aroma. This exquisite blend is ideal for espresso machines. The concentrate can also serve as the base for Lattes, Cappuccino, Macchiato and Mochas. Our Espresso blend has a fine balance of acidity, body, and sweetness. It has consistency, depth of flavour and the ability to cut through milk, and still taste great if had black.   
  Tasting Notes:  
  Citrus and spicy aroma, refined acidity, and a full-bodied coffee which gives rich bitterness and a thick layer of crema in tcup. This coffee is as much a delight to the nose as it is to the palate.",https://www.devans.in/products/oriental-espresso-blend-whole-sale,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/Untitleddesign_45_8c31adca-3224-4dad-a364-9ff7d0e39602.png?v=1758720974
ROBUSTA KAAPI ROYALE,Devans,475.0,250g,Medium Roast,Robusta Kaapi Royale is medium,"ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY.  
   India pioneered the production of washed Robusta, which occupies a special niche in the coffee world. In India much Robusta is grown at high elevations ranging from 700-1000 metres, it is dry and wet processed.   
  Robusta Kaapi Royale is speciality coffee of India, this coffee is prepared from washed Robusta from the regions of Mysore, Coorg, Wayanad, Shevaroys, Pulney and Bababudan. The beans are bold, round with pointed ends and grey to bluish-grey in color. In the cup, washed Robustas add more body, flavour and crema to the blend.  
  Tasting Notes:   
  Robusta Kaapi Royale is medium roasted to bring out the citrus and spicy aroma, refined acidity, and a full body of the coffee, delight to the nose as it is to the palate.",https://www.devans.in/products/robusta,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG20240410124601.jpg?v=1736166144
ROBUSTA KAAPI ROYALE,Devans,950.0,500g,Medium Roast,Robusta Kaapi Royale is medium,"ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY.  
   India pioneered the production of washed Robusta, which occupies a special niche in the coffee world. In India much Robusta is grown at high elevations ranging from 700-1000 metres, it is dry and wet processed.   
  Robusta Kaapi Royale is speciality coffee of India, this coffee is prepared from washed Robusta from the regions of Mysore, Coorg, Wayanad, Shevaroys, Pulney and Bababudan. The beans are bold, round with pointed ends and grey to bluish-grey in color. In the cup, washed Robustas add more body, flavour and crema to the blend.  
  Tasting Notes:   
  Robusta Kaapi Royale is medium roasted to bring out the citrus and spicy aroma, refined acidity, and a full body of the coffee, delight to the nose as it is to the palate.",https://www.devans.in/products/robusta,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG20240410124601.jpg?v=1736166144
ROOIBOS TEA,Devans,345.0,,,"A properly brewed cup of rooibos tea will be a rich red color and have a sweet, nutty flavour.","Rooibos tea is made from the leaves of ""red bush"" plant, which grows only in the small Cederberg region of South Africa. Because it does not derive from the Camillia sinensis plant (like black, white, green or oolong teas), rooibos tea is considered more of an herbal drink or tisane than a ""true"" tea. Rooibos tea is often called ""red tea"" or ""red bush"" tea because of the bright red coloring the leaves take on during the oxidation and fermentation processes. A properly brewed cup of rooibos tea will be a rich red color and have a sweet, nutty flavour.   
 Net weight: 50 g",https://www.devans.in/products/rooibos-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/1F094464-2540-4DD1-B914-9785BA673BAA.jpg?v=1636801826
ROOIBOS TEA  (South African),Devans,570.0,100g,,"A properly brewed cup of rooibos tea will be a rich red color and have a sweet, nutty flavor.","Rooibos tea is made from the leaves of ""red bush"" plant, which grows only in the small Cederberg region of South Africa. Because it does not derive from the Camillia sinensis plant (like black, white, green or oolong teas), rooibos tea is considered more of an herbal drink or tisane than a ""true"" tea. Rooibos tea is often called ""red tea"" or ""red bush"" tea because of the bright red coloring the leaves take on during the oxidation and fermentation processes. A properly brewed cup of rooibos tea will be a rich red color and have a sweet, nutty flavor.",https://www.devans.in/products/devans-rooibos-south-african,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/IMG_2555.jpg?v=1624343032
ROOIBOS TEA  (South African),Devans,1260.0,250g,,"A properly brewed cup of rooibos tea will be a rich red color and have a sweet, nutty flavor.","Rooibos tea is made from the leaves of ""red bush"" plant, which grows only in the small Cederberg region of South Africa. Because it does not derive from the Camillia sinensis plant (like black, white, green or oolong teas), rooibos tea is considered more of an herbal drink or tisane than a ""true"" tea. Rooibos tea is often called ""red tea"" or ""red bush"" tea because of the bright red coloring the leaves take on during the oxidation and fermentation processes. A properly brewed cup of rooibos tea will be a rich red color and have a sweet, nutty flavor.",https://www.devans.in/products/devans-rooibos-south-african,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/IMG_2555.jpg?v=1624343032
SOVEREIGN TEA (Blend of Darjeeling Leaf and Assam CTC),Devans,220.0,100g,,"A bright, full bodied cup that ensures muscatel flavour and malty taste.","Sovereign Tea is a blend of Assam CTC granular tea with Darjeeling whole leaf tea that gives you rich, dark liquor with a fresh flavour of Darjeeling tea. A bright, full bodied cup that ensures muscatel flavour and malty taste. Your every morning, cup of tea with strength, colour and flavour, a cup of tea that offers mellow sweetness of Darjeeling and golden brightness of Assam Tea.",https://www.devans.in/products/assam-darjeeling-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/029.jpg?v=1622198442
SOVEREIGN TEA (Blend of Darjeeling Leaf and Assam CTC),Devans,550.0,250g,,"A bright, full bodied cup that ensures muscatel flavour and malty taste.","Sovereign Tea is a blend of Assam CTC granular tea with Darjeeling whole leaf tea that gives you rich, dark liquor with a fresh flavour of Darjeeling tea. A bright, full bodied cup that ensures muscatel flavour and malty taste. Your every morning, cup of tea with strength, colour and flavour, a cup of tea that offers mellow sweetness of Darjeeling and golden brightness of Assam Tea.",https://www.devans.in/products/assam-darjeeling-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/029.jpg?v=1622198442
SPECIAL BLEND,Devans,500.0,250g,Medium Roast,"This coffee offers an exciting taste which is medium bodied despite boasting a distinctively deep citrus flavour complimented with spicy highlights, a perfect balance of aroma and strength","ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY.   
   The reason we blend is to achieve a consistently delicious coffee all year round and highlight diverse flavours of the beans. Our special blend is one of our oldest blend created with pure Arabica coffees. If you enjoy a medium strength coffee, which can be drunk at any time of the day, try this most popular blend that is a mix of Arabica Peaberry and Arabica Plantation-AA.  
  Tasting Notes:  
  This coffee offers an exciting taste which is medium bodied despite boasting a distinctively deep citrus flavour complimented with spicy highlights, a perfect balance of aroma and strength. It is medium roasted to bring out the intense flavour of Peaberry and the liveliness of our Plantation ""AA"".",https://www.devans.in/products/special-blend-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/Special_20Blend_5000x_336e39e8-7045-4bec-8a79-a64a0dd4e61b.webp?v=1748871202
SPECIAL BLEND,Devans,1000.0,500g,Medium Roast,"This coffee offers an exciting taste which is medium bodied despite boasting a distinctively deep citrus flavour complimented with spicy highlights, a perfect balance of aroma and strength","ANIMAL PRINTED PACKS AVAILABLE IN 500 g ONLY.   
   The reason we blend is to achieve a consistently delicious coffee all year round and highlight diverse flavours of the beans. Our special blend is one of our oldest blend created with pure Arabica coffees. If you enjoy a medium strength coffee, which can be drunk at any time of the day, try this most popular blend that is a mix of Arabica Peaberry and Arabica Plantation-AA.  
  Tasting Notes:  
  This coffee offers an exciting taste which is medium bodied despite boasting a distinctively deep citrus flavour complimented with spicy highlights, a perfect balance of aroma and strength. It is medium roasted to bring out the intense flavour of Peaberry and the liveliness of our Plantation ""AA"".",https://www.devans.in/products/special-blend-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/Special_20Blend_5000x_336e39e8-7045-4bec-8a79-a64a0dd4e61b.webp?v=1748871202
SPECIAL BLEND (WHOLE SALE),Devans,17500.0,10kg,Medium Roast,"This coffee offers an exciting taste which is medium bodied despite boasting a distinctively deep citrus flavour complimented with spicy highlights, a perfect balance of aroma and strength","Stand up pouches with round bottom gusset. 1 kg Matt silver with zipper and with one way freshness valve. 
   The reason we blend is to achieve a consistently delicious coffee all year round and highlight diverse flavours of the beans. Our special blend is one of our oldest blend created with pure Arabica coffees. If you enjoy a medium strength coffee, which can be drunk at any time of the day, try this most popular blend that is a mix of Arabica Peaberry and Arabica Plantation-AA.  
  Tasting Notes:  
  This coffee offers an exciting taste which is medium bodied despite boasting a distinctively deep citrus flavour complimented with spicy highlights, a perfect balance of aroma and strength. It is medium roasted to bring out the intense flavour of Peaberry and the liveliness of our Plantation ""AA"".",https://www.devans.in/products/special-blend-wholesale,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/Untitleddesign_45_0d477f1c-29b9-4c36-b681-1b8bf0e5d2b8.png?v=1758721069
Tall Mug 250 ml (0.25 litre),Devans,650.0,,,,"Fine White porcelain tall mug, holds up 250 ml of your favourite beverage.  Dishwasher safe, microwave safe and makes a good gift too.  
  The mug has our logo of Devan’s printed in black.  
  Measures : 8 cm in top diameter and 10 cm in height.",https://www.devans.in/products/devans-tall-mug,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/IMG_2557.jpg?v=1624344998
Tea Infuser Ball ( 2-3 cups),Devans,550.0,,,Mug/Cup/Pot,"Tea infuser ball for 2-3 cups.  
  Ideal tool for steeping loose leaf teas for an unmatched taste. Unfasten two sided clasp of the infuser &amp; pop in some of your favorite tea. Clip on both clasp back in its place. Now place the infuser in Mug/Cup/Pot. Add freshly boiled water &amp; let it brew for stipulated time. When tea is ready, remove mesh ball &amp; clean out contents under running water. Easy to steep and clean, dishwasher safe, stainless steel, colour silver.",https://www.devans.in/products/tea-infuser-ball-2-3-cups,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/tea-infuser-ball-850x850.jpg?v=1619419090
Tea Infuser Ball (1-2 cup),Devans,350.0,,,Mug/Cup/Pot,"Ideal tool for steeping loose leaf teas for an unmatched taste. Unfasten two sided clasp of the infuser &amp; pop in some of your favorite tea. Clip on both clasp back in its place. Now place the infuser in Mug/Cup/Pot. Add freshly boiled water &amp; let it brew for stipulated time. When tea is ready, remove mesh ball &amp; clean out contents under running water. Easy to steep and clean, dishwasher safe, stainless steel, colour silver.",https://www.devans.in/products/tea-infuser-ball-1-2-cup,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/tea-infuserball-1cup-850x850.jpg?v=1619419092
Tote Bag Flamingo,Devans,300.0,,,,"“SAVE YOU SAVE ME” SERIES  
  Whether you are shopping or running errands, this tote bag can hold all your stuff.   Made of Black Cotton Canvas, it’s reusable and has an image of Flamingo on one side and our logo on the other. It’s from our “ save you save me “ series to raise awareness about india’s diminishing wild life as per the IUCN red list. Hand wash if needed as it can leave colour.  
  Measures: 35 cm in length , 43 cm in height, Handle 25 cm to shoulder.",https://www.devans.in/products/devans-tote-bag-one-horned-rhino,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Untitleddesign_2_6d67b53c-79fe-4ebf-8095-e7d1311d1e43.png?v=1624363359
Tote Bag Kashmir Stag,Devans,300.0,,,,"“SAVE YOU SAVE ME “ SERIES  
  Whether you are shopping or running errands, this tote bag can hold all your stuff upto 10 kilograms.  
  Made of Black Cotton Canvas, it’s reusable and has a print of Kashmir Stag on one side and our Devan’s logo on the other. It’s from our “ save you save me “ series to raise awareness about India’s diminishing wild life as per the IUCN red list. Can be hand washed if needed as it may leave colour.  
 Measures: 35 cm length,43 cm height, Handle 25 cm to shoulder.",https://www.devans.in/products/devans-tote-bag-lion-tailed-macaque,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Untitleddesign_2_5318e866-0f9f-49e2-b99f-c7c4b023f514.png?v=1624363469
VANILLA TEA,Devans,225.0,100g,Dark Roast,"caramel, vanilla and malt","The combination of Assam CTC granular black tea and vanilla natural flavour creates an invigorating and refreshing drink, and is a delicious alternative to plain black tea.   
  This tea is infused with vanilla flavour to give you a smooth, caramel and a refreshing cup of tea. Makes an intense, dark brew, can be had hot or cold, Intensely sweet, robust, brisk, full rounded body with notes of caramel, vanilla and malt.",https://www.devans.in/products/vanilla-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/020.jpg?v=1622197346
VANILLA TEA,Devans,560.0,250g,Dark Roast,"caramel, vanilla and malt","The combination of Assam CTC granular black tea and vanilla natural flavour creates an invigorating and refreshing drink, and is a delicious alternative to plain black tea.   
  This tea is infused with vanilla flavour to give you a smooth, caramel and a refreshing cup of tea. Makes an intense, dark brew, can be had hot or cold, Intensely sweet, robust, brisk, full rounded body with notes of caramel, vanilla and malt.",https://www.devans.in/products/vanilla-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/020.jpg?v=1622197346
